id,text,label
896,购买 性价比 高,0
897,买来 送 爸爸 说 还 不错,0
898,电视 还 不错 双十 送货 太慢,0
899,够 大气 够 清晰 不错 值得 购买 晒单 收起 向左转 向右转,0
900,电视机 安装 好 清晰度,0
901,电视 买 好久 才 评论 不好意思 真的 蛮 不错 ～ ～ 画面 很 细腻 清晰 小米 名不虚传 ～ ～,0
902,还 不错 爸妈 买 性价比 高,0
903,满意 满意 满意,0
904,还 不错 感觉 哈哈哈 几个 月 好 追评,0
905,小米 电视 真不错 显示 清晰 性价比 极高 推荐 购买 物流 快速 乡村 送货到 家,0
906,年月日 购买 创维 英寸 电视机 早晨 送过来 不得不 佩服 京东 速度 我家 创维 电视 很多年 创维 好感 内存 价格 里 都 没 配置 电视机 整体 设计 时尚 显示 效果 很 惊艳 吹,0
907,送货 快 价格 优惠 力度 不错 夏普 质量,0
908,购买 大 品牌 值得 信赖 送货 速度,0
909,质量 很 好 很 高清 画面 细腻 满意,0
910,很大 很 清晰 服务 很 好 时 还 会 购买 一台 放 二楼 客厅,0
911,用户 未 评价 系统 默认 好评 追加 小米 真心 不错 物超所值,0
912,不错 千块 性价比 不错 显示 效果 挺 好 很 满意,0
913,电视 很 不错 很,0
914,还 行 质量 不错,0
915,电视 收到 很 好 配送 员 很 负责 值得 购买,0
916,画面 清晰 流畅 度 一个多 没 发现 质量,0
917,买 寸 电视 性价比 很 高 老人 买个 电视 先锋 寸 还要 坏 售后 只能 找美 · 售后 上门 还 修理费 果断 换 新 小米 售后 能强 很多,0
918,电视 质量 不错 价格 实惠 预约 安装 效率高,0
919,昨天下午 订货 速度 真 快 辛苦 快递 哥 颜值 爆表 高端 大气 上档次 开机 验货 坐等 安装 看 两天 追加,0
920,电视 不错 价钱 实惠 父母 买 所说 语音 功能 发现,0
921,电视机 太好了 都 想 家里 另一台 电视机 换 迷 上 小米 电器 连买 好几样 都 很 好,0
922,电视 不错 值得 推荐,0
923,不错 满意 双十 一买,0
924,价格便宜 画面 清晰 功能齐全,0
925,很 好 不错 服务 好 下次 还会 购买 服务 好 配送 给力 产品 给力,0
926,帮 朋友 下单 忘记 拍照 开箱 看 效果 很 好 超薄 显示 效果 清晰 很 值得 入手,0
927,看上去 很 不错 ～ 还 没装 ～ 装好 发图,0
928,质量 很 好 很 清晰,0
929,电视机 收到 后 送货 师傅 开箱 检查 发现 破损 感觉 电视机 想要 还 不错 电视柜 买回来 后 再 通电 试用,0
930,不错 很 满意,0
931,下单 很快 送到 感觉 还 不错,0
932,电视 品质 很 好 不错 京东 信得过,0
933,本来 纠结 这款 一款 电视 之间 客厅 不太大 担心 会 太大 电视 安装 好 担心 都 多余 告诉 买 电视 同学 客厅 买 大 一点 买 大 不 买 小 索尼 品质 不用 怀疑 电视 很 好 清晰 画质 盖 再 得益于 大屏幕 更 细节 最 老 片子 居然 发现 吊 钢丝 很 强大 送货 很快 约定 时间 还 早就 送过来 送货 师傅 很 耐心 帮 验货 外观 有没有 损伤 电视 开机 试 完后 还 帮 包装盒 装上 刚 送来 好 安装 师傅 很 好 预约 时间 下午 来不及 帮 安装 竟然 下班时间 加班 帮 电视 装好 装好 帮 盒子 都 调试 好 赞 这次 电视 买 很 赞 服务 很 好 感谢 送货 师傅 安装 师傅,0
934,画面 清晰 遥控 板 手感 好 开机 关机 时间 较长,0
935,不错 选择,0
936,服务 好 满意,0
937,质量 很 好 家人 很 喜欢 画面 高清 很 值得 购买 都 京东 上 买 东西 很 依赖 支持,0
938,不错 性价比 高级,0
939,服务 不错 送到 家 追加 手点 太快 没 满分 满分 好评 服务 不错 很 耐心 赞个,0
940,不得不 说 风行 电视 良心 品牌 买 还 纠结 电视 会 很小 买回来 一看 屏幕 真 大 边框 很宅 屏幕 占据 电视 昨天 下 单 客服 贴心 下单 五分钟 打电话 确认 送货 时间 收货 电视 试着 操作 反应速度 很快 电视 电影 播放 流畅 游戏 关键 优质 电视 价格 还 很 优惠 物超所值 晒单 收起 向左转 向右转,0
941,售后服务 不错 厂家 不时 打电话 询问 落实 情况,0
942,送货 很快 显示屏 蛮清 淅 帐号 暂时 看 不了 习惯 好评 好 追加 好评 晒单 收起 向左转 向右转,0
943,比实店 商品 便宜 三分之一 收视 效果 没 说 太棒了,0
944,好,0
945,家里 客厅 正好 能连能 有线 还 会员 看 风行 资源 不错,0
946,小米 电视 蛮 不错 父母 比较满意 安装 小米 人员 安装 价钱 产品 小贵 先用 一段时间 再 追评 晒 单 收起 向左转 向右转,0
947,东西 很 好 满意,0
948,双 十二 买 人 外地 货源 紧张 客服 沟通 客服 态度 好 说 尽快 发货 天 收到 电视 问 家里 家里人 说 画面 清晰度 高 联网 流畅 听到 值 还 赶上 双 十二 降价 物美价廉,0
949,不错 很 适合 价格 很 好 购物,0
950,整体 效果 不错,0
951,收到 物流 挺快 试了试 显像 没 满意 长时间 色彩 听听 声音 再 评价 品质,0
952,不错 海信 大 牌子 一大家子 都 海信,0
953,很 好看 很 高清 速度 很快,0
954,电视 很 好 价格 便宜,0
955,收到 回来 邻居 售后 安装 滴 效果 很棒 清晰度 很 好 送货 快 神速,0
956,电视 收到 开机 试了试 很 好 画质 清晰 第一次 买 电视 觉 挺 好 总体 价廉物美 拍 视频 放 不 不知 情况 赞,0
957,轻巧 便捷 式 做 卧室 电视 足够 好评 晒单 收起 向左转 向右转,0
958,发货 速度 快 两天 收到 安装 很 画面 清晰 颜色 运行 速度 快 影片 内容 想 看 看 买 还 担心 不好 放心,0
959,收到 很 满意 价格 不 贵 质量 很 好 很 不错 很 好 很 好 很 好好 好好 好好 好好 好好 好好 好好 好好 好好 好好 好超 清新,0
960,父母 买 挺不错,0
961,父母 买 电视 爸妈 很 满意,0
962,质量 很 好 画面 很 清晰 屏幕 很大 家人 都 很 喜欢,0
963,风行 英寸 超高 清 量子 点位 芯片 秒播 海量 内容 超窄 边框 网络 智能 平板 液晶 互联网 电视 京东 快递 服务 一流 机器 美观大方 物有所值 节目 测试 各项 完美 不错 品质 画面 清晰 画质 艳丽 细腻 柔和 声音 无 杂音 系统 操作 流畅 最 送 会员,0
964,配送 速度 太慢 月 日 买 月 日 才 催 催 号 才 一个多月 安装 完试 各项 都 挺 满意 总体 来说 性价比 挺高 入手 太火 没货 画面质量 不错,0
965,内容 操作 轻薄 不知 耐用 观察,0
966,实体店 便宜 很 便宜,0
967,电视 终于 到货 没 失望 价位 买 好 电视 少儿 内容 很 不错 学 英语 外国 动画 很棒 超 画面 清晰 超值 赞赞赞,0
968,家人 买 看 挺 好 十二点 抢,0
969,家里 买 不错,0
970,好 喜欢 京东,0
971,价格 优惠 东西 很 好 送货 速度 快 快递 员 辛苦,0
972,送货上门 安装 不错,0
973,不错 功能齐全 播放 无网 观看,0
974,好 不错 看起来 很大 很 好看,0
975,速度 快,0
976,挺快 很 好 不错,0
977,屏幕 清晰 颜色 正 朋友 很 喜欢,0
978,外观 很漂亮 画面 清晰 家人 很 喜欢,0
979,送货 很快 双十 价格 很 力 便宜 好用 买 家里 老人 清晰度 高 音响效果 声音 高,0
980,质量 不错 画面 很 清晰 很 好,0
981,物美价廉 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值 淘气 值物 淘气 值 淘气 值 淘气 值 淘气 值,0
982,货 收到 快递 速度 快 服务态度 好 质量 很 好 价格 实惠 放心 商家 点赞,0
983,送货上门 很快 电视 很 不错,0
984,安装 完毕 物美价廉,0
985,送货 速度 很快 上门 安装 很 出租房 利器 搬 新房 打算 搬 液晶 实在 没 追求 名牌 大概 差不多 面板 线 区别 不 大 功能 很 齐全 坏 点亮 点 很 满意 眼睛 还 不 越 看 越 喜欢 性价比 很 高晒单 收起 向左转 向右转 追加 乘风破浪 终于 有空 看 好 清晰 收起 向左转 向右转,0
986,收到 还 安装 不错,0
987,不错 清晰 运行 速度 很快 正品 服务 都 很 好,0
988,京东 物流 太快 晚上 下 单 第二天 电视 还 挺 清晰 买 小 点 买 大点 好,0
989,送货 服务 很 好 电视 看上去 很大 真心 不错 老爸 喜欢,0
990,电视 效果 不错 京东 好,0
991,值得 信赖 音质 不错 画质 很 好,0
992,电视 很 不错,0
993,真的 好大 显示 效果 超赞 放在 公司 挂 墙 打孔 点 还 没 挂 先 放在 地上 试看,0
994,图像 清晰 物超所值 美观大方,0
995,好 风行 电视 画面 清晰 系统 流畅 音效 不错 超 高性价比 高清 电视 刚 拍 下 第二天 帮 同事 拍 一台 风行 电视 良心 价必会 大卖,0
996,双 十二 购买 创维 英寸 核 超薄 屏 人工智能 超高 清 电视 银色 预约 日 送货 京东 服务 确实 不错 送货 师傅 很 实在 送到 家 拆箱 验货 外观 很漂亮 简单 时尚 边框 设计 窄 电视 薄 黑色 边框 电视 一体 屏 效果 很 惊艳 内存 价格 里 都 没 配置 电视机 整体 设计 时尚 显示 效果 很 惊艳 马上 实验 蓝光 视频 清晰度 好 色彩 鲜艳 看起来 很爽 酷开 系统 系统 响应速度 很快 视频 资源 会员 送 再 试试 视觉 无 边框 喜欢 无 边界 方显 大视野 配置 好 电视 才能 运行 快 电视 外表 整体 做工 还 行 拥有 技术 广色域 技术 色彩 好 拥有 技术 广色域 技术 画质 清晰 音质 还好 杜比 解码 解码 立体 环绕 音效 搭载 酷开 系统 创维 售后服务 挺不错 预约 安装 后 很快 免费 安装 服务 不错 送 挂架 太普通 感觉 太 单薄 装 花钱买 售后 师傅 带 挂架 稳当 点 还 没 搬家 进一步 感受 再 追评 分享,0
997,电视 很 清晰 大 品牌 值得 信赖,0
998,商品 不错 发货 速度 很快 想要 一款 产品包装 完好 试用 才 评价 买 家电 上 会 推荐 朋友 买 追加 商品 不错 发货 速度 很快 想要 一款 产品包装 完好 试用 才 评价 买 家电 上 会 推荐 朋友 买,0
999,很快 家 客服 帮忙 预约 安装 满意,0
1000,正品 价格 超值 值得 推荐,0
1001,电视 好 售后 安装 小伙 棒 服务态度 好,0
1002,画质 真的 好 音质,0
1003,好 物美价廉 值得 购买,0
1004,已 挂墙 安装 服务 不错 侧面 看上去 厚 价格 确实 便宜,0
1005,电视 很 清晰 联 速度 快,0
1006,东西 不错 依旧 信赖 京东,0
1007,特别 好 爸妈 买,0
1008,不错,0
1009,好用 清晰 不错 选择 值,0
1010,不错 购物 电视屏幕 确实 够 大 很 清晰 到货 装上 看 没 发现 瑕疵 时间 长 看 屏幕 晒 单 收起 向左转 向右转,0
1011,好,0
1012,还 不错 挺 好 买 一个,0
1013,蛮 好 放 房间 里 正好 清晰度 好,0
1014,好 很 满意,0
1015,画质 音质 都 不错 晒单 收起 向左转 向右转,0
1016,第一次 买 品牌 物流 超级 棒 还 提前 预约 送货 时间 师傅 很 细心 开箱 检查 屏幕 画面 超 清晰 总体 感觉 超棒,0
1017,好 喜欢,0
1018,很 不错 性价比 高,0
1019,电视 很 清晰 质量 好,0
1020,电视 不错,0
1021,很 好 质量 不错 图像 清晰 很 不错,0
1022,屏幕 大 三星 屏用 测屏 软件测试 屏幕 无亮点 色彩 还原 度高接 有线电视 机顶盒 看电视 效果 开机 有线电视 界面 不用 切换 很 好 操作界面 简洁 好 操作 老人 操作 会用 安卓 系统 都 会 风行 电视 联网 注册 后 会员 赠送 三个 月 风行 微信 公众 号 里 详细 配置 信息 常见问题 先 关注 风行 公众 号 选择 电视 介绍,0
1023,双十 一买 买 两台 一台 月 号 才 送到 一台 不 送 不 安装 家里 父母 安装 安装 还要 收费 就算 预约 安装 不 过年 装好 欺负 老实人 都 说 好 真不知道 好 去 上次 自营 买 大米 便宜 超市 买 都 差距 很大 蒸 都 臭 说 都 泪 上 好 都 炒 购物 体验 压根 没大店 好 很 支持 寒心,0
1024,宝贝 还 不错 值得 购买,0
1025,价格便宜 公到 效果 很 好 买 挂架 安装 晒单 收起 向左转 向右转,0
1026,电视 很 还 错 价钱 便宜 值得 一买,0
1027,配送 安装 师傅 服务 都 很 好,0
1028,京东 电气 值得 信赖 京东 网购 这次 购买 索尼 电视 有个 缺点 发现 背面 螺丝 会 漏电 不知 希望 索尼 出厂 检测 后果 不堪设想,0
1029,经济 实惠 播 宣传片 真心 不错,0
1030,快 物流 下单 第二天 早就 到货 东西 不错 一分钱 一分货,0
1031,两天 再 评论 太帅 第一次 网上 买大 件物品 想买个 电视 先 网上 去 实体店 做下 对比 店里 网上 贵 好多 买担心 网上 不行 品牌 没 听过 双十 看电视 品牌 电视 质量 双 十二 风行 价格 很 实惠 看 评价 还 那心 纠结 到底 买 不 买 晚上 点 回复 价格 本来 都 打算 买大 品牌 大 品牌 贵着 两千多 心思 买个 好 实惠 岂 两全其美 下定决心 买 风行 京东 快递 很快 两天 还 爸 生日 前一天 老爸 一个 惊喜 老爸 很 喜欢 很 喜欢 推荐 都 买 真的 很 不错 款型 功能 都 喜欢 希望 久 一点,0
1032,还 量子 点好 色域 广 接近 连续光谱 色域 对比 蓝色 光谱 后者 量子 点色域 加上 价格 不错 推荐 朋友 下单,0
1033,蛮 后悔 错过 双十 活动 买 电视 本身 很 满意,0
1034,电视 收到 安装 送货 很快 师傅 态度 很 好 画质 很 清晰 总体 都 很 满意,0
1035,清晰度 很 好 音质 很 好 外观 漂亮 满意,0
1036,小米 电视 的确 不错 值得 信赖 很 满意,0
1037,真服 还 不错,0
1038,真的 好 夏普 电视 好,0
1039,东西 收到 质量 不错 正品 价格 实惠 好评 好评 好评 晒单 收起 向左转 向右转,0
1040,很 不错 漂亮 效果,0
1041,第一次 网上 购 电视 还 犹豫 买回来 效果 好不好 会 买回来 后 发现 不错 很 好,0
1042,挺不错 家里 都 很 喜欢,0
1043,老 顾客 东西 很 好会 回购,0
1044,產品 很 好 發貨 很快 超好 砰,0
1045,搞 活动 买 物美价廉 美观大方 清晰度 差别 安装 很 简单 两个 腿 四个 螺丝 晒单 收起 向左转 向右转,0
1046,物流 超级 快 服务 好 下次 购买,0
1047,送货 师傅 服务 很 好试 才 走 终于 买 心爱 小米 电视 玻璃 镜面 薄 完美 工艺,0
1048,台 电视 公寓 客户 很 满意 应有尽有 羞羞 铁拳 看 活动 抢购 预约 送货 时间 很 准时 服务 好 五星 大 好评,0
1049,支持 小米 支持 服务 好,0
1050,不错,0
1051,发货 速度 很快 第一天 拍 第二天 到货 电视 画面质量 感不丑 很 清晰,0
1052,质量 杠杠 图 真相 超高 清 价廉 物美 超 高性价比,0
1053,第一次 买 创维 电视 寸 寸 之间 犹豫 很 久 选择 寸 本来 担心 会太大装 上 后 效果 不错 号 买 调货 原因 几天 号 送到 货到 分钟 后 安装 师傅 创维 提供 免费 安装 加 点 钱 换 好点 挂架 提醒 正规 创维 安装 人员 物流 信息 会 泄漏 货没到 安装 人员 电话 安装 收费 差点 忽悠,0
1054,暴风 电视 不错 买 不 放心 货到 后 东西 很棒 接电源 无线 马上 就可以看 晒 单 收起 向左转 向右转,0
1055,挺 好 快递 很快 服务周到 好评,0
1056,好评 ～ 个人感觉 电视 都 差不多 ～ ～ ～ ～ ～ ～,0
1057,特别 喜欢 很大 很 清晰 特别 实惠 活动 买,0
1058,电视 够 大气 画面 清晰 还 不太会,0
1059,超值 第一 电视 很大 第二 反应速度 很 慢 第三 音质 再 提升 会 更好,0
1060,双十 购买 划算 质量 京东 售后 上门 检测 后 换 新 服务 不错,0
1061,小米 电视 不错 电视 很 薄 显示 效果 看着 舒服,0
1062,性价比 不错,0
1063,外观 很漂亮 分辨率,0
1064,购买 后 小时 内 送到 家超快 快递 安装 人员 都 赞 电视 效果 很 好 价格 划算 很 满意 购,0
1065,性价比 很 高 不错 满意,0
1066,风行 电视 一点 即播 不卡顿 名不虚传 够快 够 清晰 厉害 值得 拥有 棒,0
1067,电视 不错 画质 清晰,0
1068,很赞,0
1069,很 喜欢 小米 电现 功能 画质 好 还 手机 操作 送货 快 售后服务 好,0
1070,总体 来说 还行 比起 实体店 超薄 来说 款 专 供电 商 销售 说 片源 测试 不 效果 买 电视机 送 架子 好 型号 送 不送,0
1071,电视 双 十二 前一天 买 下单 客服 确认 时间 收获 第二天 收货 安装 不 懂 问 客服 很 耐心 解答 电视 屏幕 看电视 很 安装 师傅 还 片源 电视 测试 电视 自带 视频 很多 儿童 热门 电影 喜欢 动漫 免费 挺 很 满意 一段时间 再 评论 客服 热心 物流 安装 特别 快 下单 安装 视频 两天 第一天 送到 第二天 安装 客服 都 会 主动 安排 时间,0
1072,好 客服 好 五星 好评,0
1073,长虹 电视 不错 真的 好 家里人 都 说好,0
1074,款 电视 不错 机身 黑色 塑料 看起来 还 行 机身 厚度 挺 薄 却 颇为 高大 担心 两个 脚 撑 稳 屏幕 出厂 带有 一层 塑料薄膜 撕开 才能 看清楚 屏幕 清晰度 高看 超清 格式 视频 足够 清晰 倒 挺 满意 感官 屏幕 色域 更 高色域 屏幕 稍显 发白 这价 不好 太 系统 流畅 度 不错 按着 安卓 手机 尿性 买 还 配置 会卡得 很 安卓 电视 手机 差别 机子 物美价廉 看 多久 晒 单 收起 向左转 向右转,0
1075,电视 买来 几天 才 评价 物有所值 电视 调试 快递 员 很 尽心尽力 还 小区 大门口 扛进来 感谢 快递 员 电视,0
1076,电视 父母 一段时间 挺不错,0
1077,好好 好好,0
1078,买过 性价比 电视 真的 好 大好 划算 发现 物流 很快 不多 说 很 满意 上 图,0
1079,已 收货 还 未 启用 大 品牌,0
1080,老弟 买 很 不错,0
1081,质量 不错 物美价廉,0
1082,物有所值 太棒了,0
1083,速度 很快 感觉 不错,0
1084,物流 速度 真心 令人 佩服 夜里 下单 早上 收到 体育频道 儿童节目 家里 孩子 都 很 喜欢 节目 操作系统 很 流畅 画面 清晰 家里人 都 很 满意 屏幕 超赞 晒 单 收起 向左转 向右转,0
1085,电视 不错 性价比 超高 双 划算 很 超值,0
1086,两天 感觉 还 值得 购买,0
1087,风行 电视 不错 购买 电视 中 品质 都 不错 产品,0
1088,第一次 买 索尼 送货员 服务态度 好,0
1089,电视 收到 画面 清晰 特意 放 好 几天 很 不错 公公 婆婆 很 喜欢 还会 光顾,0
1090,物流 公司 师傅 很 不错 赞 一个 电视 还 不错,0
1091,一波三折 些小 售后服务 很 到位 耐心 超赞用 放心,0
1092,不错,0
1093,双买 入手 买个 会员 立减 电视 看 好 多款 配置 好多天 双 看 便宜 还 买来 送人 电视 大气 性价比 高 配置 高 标配 挂架 太坑 买 那会 还 没货 大半个 月 才 货 京东 还 没卖 都 炒 鸡 满意 特地 一个多月 才 评价 本来 朋友 想 买 三星 品牌 大 点 都 没 好 款 国产 屏买个 贴牌 还 实在 曲面 朋友 满意 几天 搬家 请 酒,0
1094,很 好 正品 行货 喜欢 爱 京东,0
1095,满意 好 满意 超高 清 感谢 风行 用过 才 知 好看 一万个 赞 选择 电视机 我定 会选 风行 推荐 风行 众 位 试试,0
1096,很 好 很,0
1097,电视机 质量 很 好 画面 很 清晰 包装 结实 牢固,0
1098,第一次 买 小米 电视 几家 同价位 友商 电视 支持 小米 电视 一个 薄 无 边框 带来 视觉效果 很棒 配送 员 态度 很 好 安装 师傅 服务 很 周到 下次 买 电 商城 买 晒 单 收起 向左转 向右转,0
1099,很棒,0
1100,棒 全家 都 喜欢,0
1101,颜值 高 画面 好 很 划算,0
1102,影像 音质 清亮 物流 很快 海尔 产品 好,0
1103,电视 看 星期 总体 还 不错 建议 购买,0
1104,电视 效果 不错 配送 大促 时效 不 降级 安装,0
1105,电视 很 清晰 整体 造型 时尚 大方 漂亮 快递 服务到位 装机 服务 人员 很 专业 细心 很 满意 款 风行 互联网 电视,0
1106,公司 买 同事 都 说 效果 好 京东 快递 很 力,0
1107,货品 收到 色彩 挺 好 买 寸 价格 实惠 实体店 价格比 便宜,0
1108,画面 清晰度 都 还 不错 家里 老人 买 上 手 简单 物超所值,0
1109,双 十二 买 发到 乡镇 没想到 快 收货 安装 安装 师傅 很 专业 讲解 很 细致 电视 外观 漂亮 窄边 设计 显得 屏幕 更大 画质 清晰 电视 色彩 更 智能 界面 简洁 易 操作 风行 资源 够 下载 软件 风行 网络资源 没得说 电影 电视剧 少儿 节目 都 很多 操作 简单 老人 学 都 很 买 对比 很多 只能 电视 风行 物有所值,0
1110,不错,0
1111,索尼 大法 好 ～ 电视 特别 棒 画质 清晰 买 一台 双十 一给 爸妈 买 一台 物流 师傅 特别 认真负责 送到 我妈家 很 耐心 妈 送货 情况,0
1112,看 一段时间 整体 感觉 不错 会员 内容 太少 估计 再 弄 盒子,0
1113,电视 还 挺 好 不 段时间 会 再 评价,0
1114,语音 遥控 免费 会员 配套 多一些 更好,0
1115,不错,0
1116,货已 收到 实物 图 描述 不错 购物,0
1117,已 买 第二 台风 行 电视 那台 寸 至今 不错 软件 安装 清晰度 片源 更新快 儿童 动画片 片源 儿子 喜欢 遥控器 操控 灵敏度 高 这次 卧室 换 机子 操控 慢 遥控器 不灵敏 操作系统 超级 慢 半天 没 才 换成 这台寸 风行 电视 希望 寸 那台 满意,0
1118,双 十二 买 前 几天 刚装 上 总体 来说 外观 大气 上档次 创维 设计师 水准 性能 色彩 智能化 都 一个 高 水准 整体 运行 速度 快 屏幕 色彩 感觉 肉眼 效果 很 满意 酷开 系统 智能化 人性化 都 不错 语音 识别 功能 过程 中 一点 小 仅仅 咨询 客服 好 语音 识别率 很 高赞 一个 款 电视 几个 优势 创维 品牌 售后 保障 大 品牌 值得 信赖 性价比 价位 买 配置 尺寸 估计 只能 买 非主流 牌子 第三 颜值 配置 都 高 第四 京东 服务 不错 物流 快 综合 几点 客观 说 这款 电视 值得 入手 想 入手 小伙伴 抓紧 入手,0
1119,刚 电视 打开 装上 先 来说 说 这款 电视 真不错 很 满意 双 总共 买 三台 电视 两台 放 卧室 这台 雷鸟 放 客厅 感觉 很 高大 上 两台 暴风 风行 说 不好 只能 说 这款 雷鸟 太棒了 伤害 真的 款 电视 画面感 真的 很 好 很 清晰 音质 很 好 感觉 做 最 选择 雷鸟 京东 忠实 粉丝 我家 电器 朋友家 电器 都 推荐 朋友 再 购买 电视 推荐 雷鸟 好几个 朋友 玩 都 说 这款 电视 很棒 听 很 成就感 京东 雷鸟,0
1120,宝贝 很 不错 画质 不错 快递 很快 总体 蛮 满意,0
1121,电视 满意,0
1122,第一次 购买 酷开 电视 创维 子 品牌 大 品牌 不错 值得 信赖 寸 双十 零点 下 单 省内 仓库 发货 物流 超快 第二天 收到 还 研究 中 总体 质量 不错 画面 效果 好 客服 服务 不错 很 忙 嘻嘻 音质 挺 好 过年 看 上 新 电视 选来 选去 选择 酷开 明智 选择 值得 入手 性价比 高 好评,0
1123,价钱 算 值 毕竟 寸 暂时 买 挂架 装 好 性价比 高,0
1124,刚 安好 性价比 很 高 东西 服务 都 五星 好评 买 忘 仔细 看 买够 送 安装 收费 政策 房屋 新装 没 入住 约 快递 安装 都 不便 建议 后来者 入住 再 买 电视 提醒 买 后 自行 电话 报装 才 有人 装哟,0
1125,送货 速度 挺快 安装 人员 挺 好 安装 调试 好 质量 不错 会 推荐 朋友 关注 款 电视机,0
1126,电视 很棒 性价比 很 好 上门 安装 师傅 业务 娴熟 很赞,0
1127,一份 迟 好评 电视 看 一个多月 都 很 满意 想象 中 好 很多 网速 快 手机 投 电视 很 送货 速度 很快 按着 预约 时间 送到 系统 布局 很 连上 完事 音质 好 总体 来说 很 满意 性价比 高 房子 整完 买个 大 放 厅里,0
1128,双十 购买 创维 英寸 核 超薄 屏 人工智能 超高 清 电视 银色 第二天 送货 师傅 送过来 家 还 装修 安装 延后 创维 电视 - 架构 核 处理器 电视 更好 运转 核核核 加上 核 协处理器 超强 硬件 配置 提升 处理速度 爆发 强劲 性能 自带 扬声器 标配 接口 接口 内置 链接 游戏机 电脑 外 接设备 家中 畅玩 联合 杜比 双 解码 技术 立体 环绕 音效 无处不在 独立 四音 腔 大幅 降低 噪音 电视 用户 带来 影院 级别 音效 体验 身临其境 班 真实 感受,0
1129,价格便宜 品质 好 屏幕 看电视 很 高清,0
1130,电视 画面 很 清晰 价格 很 实惠 抢购 抢 省 好多钱 屏幕 质感 很强 卧室 来说 寸 显得 超大 满意 窄 宽 设计 电视 很 薄 质感 很强 黑色 很大 气 系统 操作 简单明了 运行 速度 很快 性价比 很 高 看 对比 真心 超值 推荐 感谢 安装 师傅 耐心 感谢 风行 电视 希望 越做越 好,0
1131,本来 想 买 小米 电视 没货 一番 对比 买 风行 电视 看 上 送 三年 会员 再 加上 平时 上 风行 看 视频 双 下单 号 中午 送上门 墙上 已 装有 旧 电视 架 动手 安装 螺丝 不 五金 买 几颗 省 安装费 几天 总体 感觉 还 不错 清晰度 不错 色彩 淡 点 窄 边框 设计 很 好看 声音 饱满 够用 买 怕 配置 低 操作 不 流畅 够用 图片 全 导入 后 系统 流畅 度 没 平台 节目 内容 还 算 齐全 最 老婆 小孩 喜欢 粤语 剧集 少儿 节目 好评 安装 第三方 软件 遥控器 不 支持 语音 电视 年 会员 价钱 值 希望 风行 更新 系统 节目 风行 电视 加油,0
1132,十二月 一号 下 单 二号 收到 送货 挺快 配送 人员 服务 好 电视机 感觉 不错 满意 但愿 不出,0
1133,低端 大法 不错,0
1134,几天 买过 几次 创维 产品 感觉 颜色 大有 红 蓝绿 三 色 可调 鲜艳 不像 电视机 红色 嘴唇 会成 紫色 草地 绿油油 耐看 反差 恰到好处 分 声音 以往 电视机 上 台阶 音色 层次分明 不 浑浊 听 音乐 钢琴曲 实用 极少 超高 清 片源 高清 电视 播放 够 好 送货 快 好 收货 后 安装 电话 对方 要价 高 网上 收费 标准 降低 接近 一半 价钱 大概 电话 对方 没 搞清 网上 收费 标准 这是 值得注意 莫坏 创维 名声 创维 客服 解答 调整 很 耐心 谢谢,0
1135,年月日 购买 创维 寸 电视 家用 电视 试 下 内存 电视机 整体 设计 时尚 显示 效果 很 惊艳 画面 没得说 预设 色彩 鲜艳 看起来 好 立体感 身临其境 感觉 特别 图片 显示 高清 图 色彩 异常 靓丽 酷开 系统 系统 响应速度 很快 资源 挺 视觉 无 边框 喜欢 无 边界 方显 大视野 配置 好 电视 才能 运行 快 电视 外表 整体 做工 还 行 拥有 技术 广色域 技术 色彩 好 画质 清晰 音质 还好 杜比 解码 解码 立体 环绕 音效 搭载 酷开 系统 总体 不错 值 价格,0
1136,网络 电视 看 视频 很 很 好 海尔 大 品牌 支持,0
1137,支持 京东 物流 给力 商品 货真价实,0
1138,图 电视剧 尺寸 大 性价比 高 最 搞 活动 价格 太高,0
1139,东西 收到 买过 特别 好,0
1140,看起来 画面 挺 好 色彩 真 后期,0
1141,电视 收到 打开 配置 质量 好 买 吊架 还 没 回来,0
1142,电视 不错 电视 买 再 送 挂架 坑 挂架 七天 无 理由 退货 安装 毛病 品牌 旗下 安装 师傅 沟通 几天 不来 安装 好 说 不 现金 不 装 忍 售后 电话 不来 没 办法 十五天 换货 掏钱 安装 师傅 麻溜麻 溜 正好 安装 售后 打电话 沟通 先 给钱 再 钱 转给 我过 的确 转给 还 不错 电视 幸好 还 看 一次性 产品 反正 回购 糟心,0
1143,满意 不到 一千元 买 电视 性价比 超高,0
1144,还 物超所值 价格 实惠,0
